#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1A1E72DAFF6DB8BC-2DB551FFA7EC6267
#datatype	hitsFull Results
#status	0
#Start time	2025-02-24T22:46:58	Run time	0:00:00:33
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#3 - >aid_mammals_XM_005570042.4	non-specific	461599	102	180	1.88915e-37	124.518	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	461599	102	180	1.88915e-37	124.518	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408545	50	153	6.72044e-23	89.1625	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#3 - >aid_mammals_XM_005570042.4	superfamily	408545	50	153	6.72044e-23	89.1625	cl39018	APOBEC4_like superfamily	N	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408545	50	153	6.72044e-23	89.1625	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408545	50	153	6.72044e-23	89.1625	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408545	50	153	6.72044e-23	89.1625	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	436728	78	152	4.07385e-19	77.3768	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	436728	78	152	4.07385e-19	77.3768	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	436728	78	152	4.07385e-19	77.3768	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	436728	78	152	4.07385e-19	77.3768	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408540	56	139	1.68778e-17	74.0792	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#3 - >aid_mammals_XM_005570042.4	superfamily	408540	56	139	1.68778e-17	74.0792	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408540	56	139	1.68778e-17	74.0792	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408540	56	139	1.68778e-17	74.0792	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	408540	56	139	1.68778e-17	74.0792	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#3 - >aid_mammals_XM_005570042.4	specific	238610	5	129	4.83477e-12	60.0474	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#3 - >aid_mammals_XM_005570042.4	superfamily	444801	5	129	4.83477e-12	60.0474	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	238610	5	129	4.83477e-12	60.0474	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	238610	5	129	4.83477e-12	60.0474	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#3 - >aid_mammals_XM_005570042.4	non-specific	238610	5	129	4.83477e-12	60.0474	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#4 - >aid_mammals_XM_003905939.4	specific	465865	5	180	4.28177e-91	264.14	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#4 - >aid_mammals_XM_003905939.4	superfamily	465865	5	180	4.28177e-91	264.14	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465865	5	180	4.28177e-91	264.14	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465865	5	180	4.28177e-91	264.14	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465865	5	180	4.28177e-91	264.14	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465863	6	180	3.5959e-87	254.061	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#4 - >aid_mammals_XM_003905939.4	superfamily	465863	6	180	3.5959e-87	254.061	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465863	6	180	3.5959e-87	254.061	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465863	6	180	3.5959e-87	254.061	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	465863	6	180	3.5959e-87	254.061	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	462396	11	178	1.41285e-82	242.271	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#4 - >aid_mammals_XM_003905939.4	superfamily	462396	11	178	1.41285e-82	242.271	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#4 - >aid_mammals_XM_003905939.4	non-specific	462396	11	178	1.41285e-82	242.271	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
